gene_id	0148a96e-972e-4762-9a75-ee2791dc3d95	02438862-cd89-48db-a2d0-1f07678d5673	08096d6f-0f8c-4107-b86a-61eb10feaddd	18dd389b-b0b7-43f7-877f-0fb8e3471af0	1cc55d09-ac11-4cd5-a970-879d884ba666	26490a5f-6d48-4864-a1ab-7caa14924c73	2B0BABA1-90EF-47AD-9910-44B522F7182D	2BC6743C-DC3D-4693-B5D2-F55381712D7F	2C8CB0D0-2E13-4EC6-B097-F82645D47B2E	2a2472eb-3407-495a-b7c0-d4a73c99e669	34dda809-a7af-411f-ab80-b021b077eaf9	39BC85C4-E9AC-40E3-8932-7AA4AFB27B84	44a2e59d-3084-49eb-9516-aac67072ff12	47039a8f-de54-4ff9-84e2-6c1cdcd97dc0	4ab212b1-2a55-4850-8610-8a3c96ed0c1b	4bdf2f0f-68b6-494f-95ec-659f5a2ab85c	4c1d10e6-c86a-4139-94f6-185a97377550	4fe8f85b-b46a-4e29-b152-8f46cfbd09ae	842A5261-5E7F-4AD7-A426-0CE48E937919	84fb7b6d-d38e-41b5-86e4-bb66266da91b	88E25F76-1B1F-4AFB-AB08-215D4F7F08B5	8eb57b3e-64eb-408d-ad2d-1ff2c0e69506	90E7F816-EAD8-413D-A5C4-3BB5B3C48461	955f7278-0d9c-4a27-8ca2-f05714e4bf48	995d2980-f6c2-4336-8f7f-4e2e4e387cf7	9CE6D6B5-0457-4127-99C8-0A5632B8BEE2	9D3DFA06-4C69-49A8-93C2-EE54AAB7B2D8	9a367db3-3cbf-4231-b6ea-686981433787	A2834ABA-B6C1-4E62-8682-D6FC9D093E49	A4153890-D27B-4F55-A5E5-5204B7F59392	A8AE9773-3287-43E4-A18A-1ACE7291E83F	A9522B26-CB18-4BDE-B2A4-8EF4701C29D8	BEDFA47C-8383-4AAF-A609-F96850B414A2	C262A55B-8CF2-4C47-A867-F010361E22AC	C5B06E27-6E58-4555-84D9-B14078219E18	a5e6c3d1-f729-4393-864b-f153863aec46	a9574e45-5dee-46f3-87db-f7e859b67cab	aa0338ae-c4e7-4f20-9be7-347aa5a2d8f2	b854167d-42a2-4144-92ee-0229536d4cea	c5fafb87-e6d6-409e-9872-117798b3d4c4	cd4545b1-1add-488f-80dc-17edaeb7cad6	cfd4785f-1844-4274-8892-e2e558cb112a	d5887688-b311-4ddc-84d4-538750849401	e59deb12-6554-4a53-80ee-ebebe64e851c	eb23bf14-0f53-4e8c-9d50-2d9743a620c3	ee665717-a903-44bc-8eaa-afb46bd4edf0	ff555cad-2ab4-425b-83b5-c56ac20905a8
ENSG00000206866.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207087.1	0	0	0	0.120652833103	0	0	0	0	0	0	0	0	0	0	1.26374139649	0	0	0	0	0	0	0	0	0.129272982306	0	0	0	0	0.141223264455	0.382528987923	0	0	0	0	0	0	0	0	0.192857632876	0	0	0.167074922175	0	0.312835341107	0	0	0
ENSG00000221468.1	0	0	0.118944883944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0660880787548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.090488301285	0	0	0	0	0.0825430668709	0	0	0	0	0	0	0	0
ENSG00000252590.1	0	0	0	0.397226250524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386112959929	0	0	0	0	0	0	0	0	0	0	0	0	0.432378423927	0	0	0	0	0	0	0	0	0	0	0	0.672378815791	2.71712103941	1.82755310809
ENSG00000252532.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152182354814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.476210001178	0.221529730254	0.237028161439	0	0	0	0	0	0
ENSG00000258088.1	0	0.12826645074	0.13024625095	0.200085324978	0	0	0.432596326561	0	0.0200659016152	0	0	0	0.0834116562582	0.119717012674	0	0.0266626767194	0.363372537415	0	0.366341193148	0.186031513712	0	0	0.0795128101023	0	0.284547291621	0.0729458122267	0.0197901958645	0	0.0407301598293	0.275812679971	0.0196416777222	0.0400498024901	0.0568152241683	0	0	0.0459866099347	0.0527131870691	0	0	0.058218729649	0.124583534988	0	0.0194756051249	0.135337121961	0.12516485705	0.166615912794	0.160095622676
ENSG00000234944.1	0.0584807542056	0.143445395756	0.216862755149	0.0451920180001	0.00413173013062	0.0522897678528	0.72781222959	0.099835254753	0.416958665067	0.0460425710955	0.182472254952	0.00853194269704	0	0.367965674543	0	0	0.310117472422	0.10603396533	0.39978176054	0.0109819176176	0.0501638943922	0.159999217684	0.202704574749	0.0403506683393	0.0295636999369	0.753940081709	0.132792907023	0.112848913611	0.0617130834754	0.0278601917497	0.0340119600231	0.0953577852754	0.291048195219	0.326660655893	0.038326255514	0.059723566928	0.484921340205	0	0.0902965288116	0.130216571313	0.13932664682	0.0104299980588	0.139113088416	0.0488234852661	0.0318732665012	0.103041346302	0.311878228773
ENSG00000224265.1	0	0.162274009291	0	0	0	0	0.373153306566	0	0.114237076714	0	0	0.0187004472925	0	0.0454373521247	0	0.252988569383	0	0.0845116096608	0.260701884893	0	0.0366500063889	0.204568479729	0	0	0	0	0.150223277048	0.53274100551	0.0772935513897	0	0.298191813195	0.076002438485	0	0	0.112005459422	0	0.350118022553	0.0422100957509	0.158330690929	0	0.0788073171023	0.0457212702627	0	0.0856096713514	0.0279441323698	0.180678125383	0
ENSG00000270371.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230555.2	1.27932805694	2.45239265521	1.28139636486	3.25294325881	0.875905041743	1.07206533612	2.75487793441	1.017699569	4.90745947252	1.38184567474	1.2071339982	0.91398436142	2.3616473939	2.57139541432	0.071168594434	1.19743484446	1.60151664648	1.40219772358	3.53193882565	1.8245107465	1.33873793074	2.10490198879	1.7078514633	2.9939452606	5.34502618284	2.31458981822	1.86452288748	0.665625839027	1.43155793337	2.79153884454	2.09982457007	1.74000582687	2.37594788543	1.89757539701	2.1897067317	0.24693599361	2.4188416919	0.857781347138	1.79205342549	5.98713244661	0.638572579665	2.18758230337	0.133100385551	3.12711853472	2.34337287938	0.290481690068	0.963873952841
ENSG00000236114.1	0.0510886914926	0.444661387589	0.219763101069	0.289517603593	0.0144378908132	0.0166110021499	0.2379660638	0.324443206486	0.204893105483	0.0804454300282	0	0.0745349122463	0.0552038917692	0.0814954343154	0	0.282336274986	0.30625526395	0.261051279485	0.225135521732	0.227052919224	0.0730384938738	0.0718288480228	0.384235365615	0.0352502780497	0.370184134004	0.0482773380104	0.314343355719	0.0910011940387	0.161737347212	0.271201744241	0.0705678829072	0.0605850223194	0.300813735301	0.0288252743645	0.111605847691	0	0.732624638936	0.10094279779	0.510109421922	0.0587132822285	0.388704439056	0.0637814050505	3.17816662572	0.0853042341957	0.523475352253	0.189035179347	0.148000959597
ENSG00000261778.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0784111143827	0	0	0	0	0	0	0	0.0474257110305	0	0	0	0	0	0	0	0	0
ENSG00000267285.1	0	0	0	0	0.0616880265147	0	0	0	0	0	0	0	0	0	0	0	0	0.0143920032131	0	0	0.0249654224705	0	0.0114205391204	0.072293775819	0.0588527081206	0	0	0	0.0263255911092	0	0.0253904614458	0.0647146198773	0.0244813567554	0.0492641013093	0	0	0	0	0.0539262196456	0.0376291789195	0.0134205840536	0	0.113291020056	0	0.0190351145585	0.0307687922581	0
ENSG00000232818.2	0.977638240542	2.4362477174	0.916755691834	3.09720691972	0.635137707972	0.584588093598	1.69293212856	0.997546702425	1.8277291932	0.469581813831	0.864874847873	0.11476036825	1.04077548672	0.667221027809	2.12229216586	1.09786261572	2.1504158638	0.52788964252	0.907861515324	1.51934584008	2.16076851007	0.875356955619	1.82257464671	0.488469267782	2.1018730074	1.04671516098	0.765494538019	0.850687731493	1.41452831421	1.49895327629	2.213894529	0.424765870468	1.16577366541	1.31877569137	0.670986367711	1.09022291512	1.35931471857	0.666086667926	1.20298191628	0.9282145368	1.32996182511	4.11852794422	1.44184978839	1.21960190437	3.11125959885	1.27707734952	1.39832398685
ENSG00000165449.7	4.18386249655	11.1591618899	16.6707638895	14.9739709043	8.08843923918	14.8499825338	28.6217061144	31.7424164196	7.90709890313	12.673358363	2.54917932562	5.11913862451	9.72430053741	9.09980782123	3.48669821183	14.2487393046	12.546691208	2.57444803963	14.4269542778	9.51997496285	5.58633063483	4.34340324505	2.57623101975	11.7784777207	18.4767378892	8.03171720077	18.8440545525	7.25609588616	17.1086000851	7.26575991897	12.1516912333	13.9384264137	13.937974991	6.548899093	18.8652925729	2.13985828669	19.0395028408	19.7378414113	24.1356860221	15.3919357213	30.1051208728	18.272937042	25.5086942622	9.14182633691	8.98043581622	1.30314353127	14.6829494375
ENSG00000157800.13	2.21053163652	3.01425351617	3.22554304897	4.38822832057	3.79104268001	4.79796826761	3.81224491351	3.40554460587	4.30579984258	3.60860908868	3.93063757836	3.13316739536	2.89129750035	4.35340943939	1.15961521645	3.6220923994	4.02272754993	2.56381548437	3.99321300105	4.28560587937	3.76592834584	3.8941273728	2.53040014195	3.69777747228	4.18997875625	3.94070838933	3.97827608739	1.87459193715	3.54723416575	3.8477136601	7.38685692428	3.53288771744	4.2848362867	2.70170138305	2.68853301021	1.32775695159	7.1397816332	3.89689918743	4.43294780879	3.96297187452	3.52867056543	2.92012659005	4.30537976049	3.42384512304	3.78411533429	0.82484948063	4.74642729545
ENSG00000212264.1	0	0.223412456453	0	0.181828917493	0	0	0	0	0	0	0	0	0	0	0	0	0.542499844592	0	0	0.176741847855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.615558070794	0.248750517692	0
ENSG00000196663.11	5.16454732998	5.35588748372	5.74348897455	5.68245400716	4.02840693728	5.1053341582	4.89996935685	4.81842728742	4.38146787982	5.26190740721	4.16165597089	4.90652985837	3.82781859342	4.7718685846	2.10525257128	4.67923441455	6.27427894645	4.070642532	5.18929515787	4.59342344033	3.9330038106	4.27645536195	4.21238261021	4.06608576522	3.82309299209	3.3122055032	4.51765209206	4.16124633619	4.13359471703	4.29195567779	5.30299971955	4.39468266698	4.3928408423	5.46386761675	4.30365421516	1.86991386465	4.09825649614	3.77340668473	4.38488052378	3.84383827032	3.94857495065	5.33224314439	3.17922857961	4.24481287117	5.75649126818	2.93696056937	4.79701314156
ENSG00000261115.1	2.80279451621	3.49573794642	8.76921660977	5.86280955461	1.06380182548	0.699053641097	6.3353316829	4.37834213669	5.32497588497	0.411067557056	0.516451359526	2.10858550738	9.39184376628	7.7251500858	0.310734228476	6.23341390505	4.82901500391	0.0591294733632	3.92646305616	4.97904989224	1.42046388248	2.14908097195	4.35811774002	7.32645922171	6.16261794042	4.69165816827	3.41039237779	1.28076167225	4.27582095422	3.90365944585	3.53578316678	6.01447852317	6.39222104877	0.100135387088	7.18697302692	0.821879639685	0.480718649189	2.19941313106	6.40956476126	15.4233137542	1.24351607958	0.0824989467851	2.23200926393	4.17550327695	1.70303143503	0.259480197208	4.1469058408
ENSG00000164548.6	10.8189894263	24.2039692405	22.4924572561	25.4029633001	12.8906219684	12.1821503945	24.2839596604	40.1883081285	21.763793061	13.4946839275	10.3303653616	15.1956398837	10.2646334372	18.1449723574	4.56887802493	22.1188136463	26.8746029384	22.2173234039	20.6871114389	29.2391890748	20.0911509497	13.0461389666	16.6662759781	16.02742318	22.2447418775	11.1184168821	18.3324363033	17.9932343851	23.5667125877	31.3129968222	20.3420130259	22.7420058274	14.795679771	20.1385369043	16.7715592391	14.2296579005	25.4886475213	22.5946284686	22.1617335399	12.3025867831	42.8091668107	19.9336871062	59.6613338804	19.664183585	30.0376056722	18.8869278166	23.9879339984
ENSG00000271932.1	0	0	0	0	0	0	0.13635789053	0	0	0	0	0	0	0.166037426923	0	0	0	0	0	0	0	0.0711938367369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000111186.8	0.88710617519	2.44658695633	0.739088419397	0.380848164701	1.71574964413	1.33239915781	0.650716957736	0.94442620421	0.764331400385	0.533022665455	0.174359551213	2.87549458562	0.181505120305	0.897585602338	3.44254311381	0.900721579711	0.638826646266	0.25138032279	0.702451791901	0.368735634496	1.07018444323	0.296392924255	1.77399041003	0.391992917774	0.0863173052435	0.128870934934	1.11539474643	3.49934469585	2.45003501256	0.535599821031	1.45064169727	0.686837832298	0.143623959632	0.128743518088	1.77346747298	0.509254970667	6.99585419281	1.74242392819	0.359508130971	0.394688276667	0.957334995822	0.40280385999	0.683102891301	0.890290866798	0.280450687829	0.664605912775	0.194689003836
ENSG00000200847.1	0	0.311025184474	0.655946051163	0.949253907502	0	0.159758755971	0	0	0.656863191108	0	0	0	0.151694727803	0.174176516478	1.06055160333	0	0.151048976337	0	0.277599229285	0	0	0.0746837306946	0.192805572209	0.0678049466015	0.248393047509	0.13266125655	0	0.0729347805163	0	0.802560817799	0.285767154312	0.14567134043	0.551070540299	0.166338789127	0	0	0.76692519226	0	0.606934315227	0.282341813069	0.151047357779	1.57738382406	0.425026441256	0.164085203424	0.910512979717	0.173149870158	0.129401908525
ENSG00000201354.1	0	0.145525545029	0	0	0	0	0	0	0	0	0	0	0.141952864549	0	0	0	0.141348583362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000152518.5	33.3903081295	121.409135179	39.2198710097	155.255305028	96.571717575	85.0900809816	132.794968793	47.9777527439	314.403111508	42.7466903813	75.0922501845	69.2689359974	41.7340269561	71.9436666821	28.5404163918	79.9859092634	137.347779783	41.4860940803	105.240932229	106.083125425	60.1432157872	96.1018365076	133.576702014	127.107747293	201.500526259	86.1989127145	77.5297414822	51.085130522	84.7943300902	357.374947018	33.2767964765	90.9498777493	267.506950675	27.0963007162	48.1506399101	55.6329981353	166.752227076	43.8078837788	113.396218084	78.4469081249	111.501516628	21.6207425669	34.221183312	143.923766797	98.5186868897	29.8058106443	155.809560993
ENSG00000196793.9	1.97355879944	1.11902125956	0.915553236816	1.44071697081	1.43103436431	1.73410520531	1.64860439629	2.26156257457	1.72091698268	1.371858853	2.02770869077	1.52998577838	1.16863586835	0.924058832538	0.355701145557	1.23007499228	1.1790128149	2.49904602306	1.3587646931	1.0878182485	1.730584379	2.48206571701	1.58855192854	1.66769360493	1.28582259906	1.56132094247	3.01412018561	1.13265475809	1.57492927504	2.74610786003	6.26182009157	1.34431016991	1.61861871133	2.38933836594	1.67857152145	0.265197393043	2.24483802788	1.60173770478	1.51745673951	1.35443047513	1.77771121079	4.29290655453	1.68757011072	1.60095886003	1.55901305734	0.218214383994	1.82544884429
ENSG00000243660.5	0.690528020842	2.25006992448	0.692192160137	1.82229612547	1.04602905901	0.98671727184	1.60617791979	1.35344972118	3.12291478893	1.31486096489	1.08040094159	0.974045672445	0.875474635146	1.23272158744	0.534223656055	1.15670070559	2.1105473406	1.73518928237	2.67692293121	2.1910971448	0.95449000657	0.98227565511	2.04847786427	1.32088397465	2.75811458153	1.00471741411	1.96053380691	1.39866233655	1.47898916483	1.67666219688	1.19353315641	1.14749800388	1.94450114116	0.852201467581	1.63166552835	0.777348999322	2.70033949097	1.30080336175	1.56294322073	1.15921577629	1.94994132214	1.02925051322	2.38122814617	1.07657093562	2.29173785127	1.42882159085	1.54079985422
ENSG00000238868.1	0.385523125802	0.610087861852	0.142962600894	0.744799219732	1.63425817936	0.156686472202	0.140291291219	0.526515774298	1.00213743259	0.116741075233	0	0.28122595736	0.223166282248	2.39157755318	1.56023457028	0.570683830552	0	0.15886557393	0.217808626054	0.603301499888	0.137789927866	0.0732475051043	0.630325909144	0.665010053207	0.649643355023	0.520440314156	0.141195435879	0.4291931315	0.581188049873	0.131187825986	0	0.714349842492	1.21606431729	0.54379988753	0.421097448404	1.06631451786	1.12826494631	0.634774901485	0.198420833824	0.830736488454	0.888855605394	1.20326073759	1.38950951949	0	0.420236759869	0.679280259852	0.380740230852
