gene_id	0148a96e-972e-4762-9a75-ee2791dc3d95	02438862-cd89-48db-a2d0-1f07678d5673	08096d6f-0f8c-4107-b86a-61eb10feaddd	18dd389b-b0b7-43f7-877f-0fb8e3471af0	1cc55d09-ac11-4cd5-a970-879d884ba666	26490a5f-6d48-4864-a1ab-7caa14924c73	2B0BABA1-90EF-47AD-9910-44B522F7182D	2BC6743C-DC3D-4693-B5D2-F55381712D7F	2C8CB0D0-2E13-4EC6-B097-F82645D47B2E	2a2472eb-3407-495a-b7c0-d4a73c99e669	34dda809-a7af-411f-ab80-b021b077eaf9	39BC85C4-E9AC-40E3-8932-7AA4AFB27B84	44a2e59d-3084-49eb-9516-aac67072ff12	47039a8f-de54-4ff9-84e2-6c1cdcd97dc0	4ab212b1-2a55-4850-8610-8a3c96ed0c1b	4bdf2f0f-68b6-494f-95ec-659f5a2ab85c	4c1d10e6-c86a-4139-94f6-185a97377550	4fe8f85b-b46a-4e29-b152-8f46cfbd09ae	842A5261-5E7F-4AD7-A426-0CE48E937919	84fb7b6d-d38e-41b5-86e4-bb66266da91b	88E25F76-1B1F-4AFB-AB08-215D4F7F08B5	8eb57b3e-64eb-408d-ad2d-1ff2c0e69506	90E7F816-EAD8-413D-A5C4-3BB5B3C48461	955f7278-0d9c-4a27-8ca2-f05714e4bf48	995d2980-f6c2-4336-8f7f-4e2e4e387cf7	9CE6D6B5-0457-4127-99C8-0A5632B8BEE2	9D3DFA06-4C69-49A8-93C2-EE54AAB7B2D8	9a367db3-3cbf-4231-b6ea-686981433787	A2834ABA-B6C1-4E62-8682-D6FC9D093E49	A4153890-D27B-4F55-A5E5-5204B7F59392	A8AE9773-3287-43E4-A18A-1ACE7291E83F	A9522B26-CB18-4BDE-B2A4-8EF4701C29D8	BEDFA47C-8383-4AAF-A609-F96850B414A2	C262A55B-8CF2-4C47-A867-F010361E22AC	C5B06E27-6E58-4555-84D9-B14078219E18	a5e6c3d1-f729-4393-864b-f153863aec46	a9574e45-5dee-46f3-87db-f7e859b67cab	aa0338ae-c4e7-4f20-9be7-347aa5a2d8f2	b854167d-42a2-4144-92ee-0229536d4cea	c5fafb87-e6d6-409e-9872-117798b3d4c4	cd4545b1-1add-488f-80dc-17edaeb7cad6	cfd4785f-1844-4274-8892-e2e558cb112a	d5887688-b311-4ddc-84d4-538750849401	e59deb12-6554-4a53-80ee-ebebe64e851c	eb23bf14-0f53-4e8c-9d50-2d9743a620c3	ee665717-a903-44bc-8eaa-afb46bd4edf0	ff555cad-2ab4-425b-83b5-c56ac20905a8
ENSG00000231009.1	0	0	0	0	0	0	0	0	0.00831782066953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00820353370473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270552.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0518754060148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122591.7	0.739481650243	1.09794634591	1.16893071792	1.65645012831	3.08041788366	1.0018142733	1.29588321887	0.889128475213	1.43224617879	0.718313087823	0.271451565156	2.23491850795	1.39105798924	1.67817171366	0.320788861936	2.54987446233	1.47539868049	0.570013264249	3.21284264661	1.84064119694	2.07189171442	0.941060380927	0.529134574851	1.92386359845	0.822179909315	0.821125778461	0.563964758499	2.20178001092	3.09846457082	2.0140642771	3.12754437212	2.20416141766	1.47678215853	0.763286426831	0.800326776908	0.399810101301	1.76809926973	0.797394075582	1.00447497476	1.28518007115	0.812352049021	1.00336792551	0.447344479471	2.4016775963	1.30472176726	0.356393678936	0.82768178638
ENSG00000188732.6	0.51744254348	0.646572064907	0.866209977101	0.788473867819	0.473828229619	0.633636900191	0.778618547348	1.14261971132	0.833482881718	0.755357646347	0.472477055537	0.706873397248	0.473023946069	0.332308615308	0.13960800973	0.721529641488	0.91000020861	0.942627966954	0.563417003732	0.661253389741	0.81373284834	0.505091538282	0.314672757432	0.531366037687	0.495986760995	0.272153020275	0.656640184774	0.5685744354	0.613917867645	1.46076184248	1.21451040582	0.693315888964	0.313717852839	1.01159320456	0.424748691141	0.396901193562	1.37404859466	0.711461973923	1.12890759196	0.387112658828	1.18474353554	1.1206094522	2.22925171663	0.637331747489	0.811623798492	0.189447967349	0.499077030948
ENSG00000215354.5	0.00713169780921	0.00564293290934	0.00528926022519	0.00229630970153	0.00503862358156	0.00579700928817	0.0103808568387	0.00486994312762	0.00264832781901	0.00647869360953	0	0.00260116502717	0.00275219890357	0.00316008621145	0	0.00703796020128	0.00548096605706	0.0117552612513	0	0	0	0	0.011660244495	0.00246037159493	0	0.00481374890361	0.00261193976013	0	0	0.0169876800637	0.0155540286765	0	0.00499903905287	0.00603577249767	0.00259659282782	0	0.017392913912	0	0.0477169988137	0.00256126511322	0	0.00635966441577	0.0359858744287	0.00595399884354	0.019434642043	0.00314145975741	0
ENSG00000227436.1	0.0351089361501	0	0	0.0113045999492	0	0	0	0.023974448567	0	0.0212628228096	0	0	0.0135489161435	0.046670765361	0	0	0	0	0.0297531923507	0.0549416427219	0.0250965893136	0.0133410517178	0	0	0.0147904791862	0.0473956152997	0	0	0	0.0238941049082	0.0510477228368	0.039032775982	0	0	0.0511315057023	0	0.0342497239976	0.0289039359695	0.0903492413211	0.100871681026	0	0	0	0.0879335766158	0.038270247834	0	0
ENSG00000169813.12	45.948952398	42.2766694801	26.3791268707	38.511286471	72.4048884347	60.2473694812	48.5610563303	49.3079675726	57.3105898583	56.8461927314	58.2826815713	63.1950084755	31.8018926865	50.0484681508	13.7797538285	56.7724859158	35.0695047094	50.8459695984	70.2472657983	44.2019517118	58.2743382479	61.1960050484	28.8795838552	49.8201899781	54.127693211	37.7719997203	52.4040371266	54.4058037827	69.803668448	38.8754736376	55.6150934745	45.7470254004	47.6279188972	65.6182745812	44.8038364777	26.755873411	61.3360387297	51.0294235898	47.7325012812	33.7986063935	43.4000895257	56.7415300172	25.236875879	56.8677045346	39.9142243878	7.88324265906	42.4940274129
ENSG00000136231.9	0.00824406167265	9.51159305335	0.0122285011692	13.3770408718	0.0549169121485	0.0134023912306	0.519428876617	0.0168885919849	0.0638520518674	0.0249640179679	0.0171488044093	0.0326461339292	0.0881722263472	0.121070176417	0.00317754269591	0.0499764636006	14.7833661681	0.00485313702523	0.482398378701	6.2131477414	0.0143116315631	0.0568354510292	0.137100143697	0.0723220896779	0.231203116245	0.116856002861	0.0767774030373	0.0402079650079	0.152689047059	0.172327563686	0.237165585064	0.033170139555	9.66456713603	0.0757524552527	0.00514559213183	0.0471077733187	0.0287225243841	0.00581746472986	0.101833180842	0.130273328624	0.0271533847259	0.00735161066321	0.0229217643681	0.212379579475	17.9868838334	2.25046005017	11.0906603665
ENSG00000249628.2	0.145149377112	0.0459395907559	0.196847139337	0.0213650858784	0.0292998984025	0.14158181849	0.0301826526412	0.152922661794	0.0277203332615	0.0552551882776	0.00862660170977	0.181511168176	0.00640168069338	0.0441026181566	0.0167836569414	0.139148946685	0.0669315075123	0.13329722132	0.0820049026517	0.0415346998682	0.186760365614	0.025213870189	0.0162732051016	0.0257529751676	0.0139766050729	0.0195945670617	0.461733026558	0.123117047789	0.368863247209	0.0931395570511	0.38289488177	0.0645486163013	0.0581394239868	0.037438271115	0.247629226313	0.00705876387496	0.295331246461	0.317518765368	0.0683020826404	0.0178726923457	0.229476995352	0.0998509412834	0.140503155384	0.0692457209317	0.0226027218796	0.040189109292	0.0273044986958
ENSG00000207992.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16051216356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000090266.8	20.7121367389	45.0507425399	30.3681240405	47.5286970185	16.8246150696	19.1792416309	35.2224205791	47.2387774177	53.8487985252	24.4077315289	37.8937961231	19.9198030827	82.1067243181	19.9133461505	78.4502923129	26.8906255177	45.6372047137	33.4991658473	29.0702761872	71.5164206957	30.3408029785	19.9325452703	92.0717494886	54.2541730029	45.2597044479	75.2277924576	42.3903814802	22.184211534	23.7146157863	39.2370485901	25.3924712147	29.1105191042	42.3528132486	42.8532409504	32.462348954	29.2880414818	24.0246602868	31.4161475304	23.7842640683	59.7202457154	20.4477431016	18.214698121	25.4864854685	18.0690020884	45.3815066117	12.7664057292	66.2294506535
ENSG00000136243.12	3.05841548755	5.5054598565	4.20411106992	5.97069067533	3.76821139392	4.03760581843	5.40251339302	7.32855774424	7.38896069555	3.37754751158	3.50934057051	3.76757583366	3.84868381415	4.63479564285	1.13144204472	5.26106731789	5.17703205867	4.41951115741	4.5941437634	5.77196633834	4.67220168005	3.64310793841	3.5385547792	4.88401035662	5.86850224771	4.53217294977	4.85122938337	2.85124311002	4.93583628506	5.30782348025	7.04001367242	3.70300820492	4.8958357607	7.19076306196	4.2558618453	2.91255901007	6.45851879418	4.67862222412	4.75580245226	4.07158754043	5.68633921797	4.87867610569	9.49610650984	5.12684395636	5.26079031079	1.42895479525	4.54935293551
ENSG00000234800.2	0	0	0	0	0	0	0	0	0	0	0	0	0.0327814877879	0	0	0	0	0	0	0.0132930838958	0.0607209851612	0	0	0.0146527638842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115743175388	0	0
ENSG00000152527.9	0.267024253479	0.508044696347	0.448991237054	0.498804696896	0.578927859368	0.83672328623	0.85004968239	0.242191902687	1.49418844041	0.372194525167	0.239563404736	0.640114314333	0.157324476217	0.256509676123	0.0989920052727	1.51973461902	0.690064215131	0.40990064098	2.44198128729	0.38022409933	0.422546438682	1.08050310529	0.197961430418	0.679304219475	0.437939546904	0.472603197329	0.350124482992	0.211039957695	0.334175741945	1.34285112534	0.337864816506	0.629237982255	0.535801936106	0.319722264327	0.212996384341	0.295770818986	1.61563104496	0.185430431313	1.31452037099	0.392379044334	1.60412754706	0.517133832577	1.56630994783	0.815137251537	0.587690533324	0.281934114968	0.165742332658
ENSG00000198915.7	0.115536322898	0.0587685491822	0.419871719011	0.0765280278467	0.644858776629	0.371630486679	0.386800161397	0.222033080516	0.0220648923079	0.368850280187	1.07119296159	0.381667106959	0.0917212317623	0.775233202766	0.431956922581	0.649901098649	0.0507393235185	2.22950685574	4.33981804496	0.0516576288394	2.32897423276	0.644114895866	0.138167273218	0.163991282016	0.0431098751975	0.0802127670097	1.23558212488	0.893015710461	1.28267140333	0.360577505576	0.77154308343	0.795159712703	0.0347084606725	0.304520773508	0.718724751939	0.442468727978	1.05946301671	0.923993105406	0.256545428485	0.125666049848	0.110356846117	0.300256166741	0.0582985387068	1.07205214909	0.251879105207	0.0407143116394	0.0391210116996
ENSG00000165731.13	0.0391253014625	0.0452459696374	4.97872998869	0.0174431284009	0.0595376046926	0.00978555358598	0.107329893417	1.19712977057	0.0603513395824	0.0610607875864	0.037562821797	0.0482994287975	0.0360050089561	0.0666791948685	0.203003046727	0.0905874548621	0.0185041232084	0.116579331237	7.06581515831	0.0367360889288	2.16856233569	0.0148672311817	0.0472389571903	0.131863876036	0.0202861158752	0.028440215336	6.38209305428	6.35711854245	2.40127252973	0.194585756004	1.38389640898	0.104841376073	0.0084385520358	0.00849049516636	0.265179917466	0.0409813116007	0.0117439377887	0.325821256294	0.0123919932249	0.0778230849415	0	4.69670907931	0.00433895781496	0.251263935583	0.03772730557	0.00530289348631	0.00396306700782
ENSG00000266467.1	0.0336362458753	0	0	0	0	0	0	0	0	0	0	0	0	0.0298087326858	0	0.0663882755899	0.0517013274712	0	0	0	0	0.0383443315311	0	0	0	0	0	0	0	0.022891835407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223113.1	0	0.151069375316	0	0	0.269782302624	0.155194220086	0	0.130375334588	0	0	0	0.278547614909	0	0.169200044579	0	0	0	0.157352568464	0	0	0	0	0	0	0	0.128870934934	0	0	0	0	0	0	0	0	0	0.162486021769	0	0	0	0.137137452062	0	0	0.13762760955	0	0	0	0
